"Gene"	"Gene synonym"	"Ensembl"	"Gene description"	"Uniprot"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA cell line specificity"	"RNA cell line distribution"
"NR1D2"	"BD73, EAR-1r, Hs.37288, HZF2, RVR"	"ENSG00000174738"	"Nuclear receptor subfamily 1 group D member 2"	"Q14995"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NR1I2"	"BXR, ONR1, PAR2, PXR, SXR"	"ENSG00000144852"	"Nuclear receptor subfamily 1 group I member 2"	"O75469"	"Group enriched"	"Detected in some"	7	"Cell line enriched"	"Detected in some"
"NR1I3"	"CAR, CAR1, MB67"	"ENSG00000143257"	"Nuclear receptor subfamily 1 group I member 3"	"Q14994"	"Tissue enriched"	"Detected in some"	18	"Cell line enhanced"	"Detected in many"
"NR4A1"	"GFRP1, HMR, N10, NAK-1, NGFIB, NUR77, TR3"	"ENSG00000123358"	"Nuclear receptor subfamily 4 group A member 1"	"P22736"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"NR6A1"	"CT150, GCNF, GCNF1, RTR"	"ENSG00000148200"	"Nuclear receptor subfamily 6 group A member 1"	"Q15406"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"NRF1"	"ALPHA-PAL, EWG"	"ENSG00000106459"	"Nuclear respiratory factor 1"	"Q16656"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NRG1"	"GGF, HGL, HRG, NDF, NRG1-IT2"	"ENSG00000157168"	"Neuregulin 1"	"Q02297"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"NRG3"	NA	"ENSG00000185737"	"Neuregulin 3"	"P56975"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"NRIP1"	"RIP140"	"ENSG00000180530"	"Nuclear receptor interacting protein 1"	"P48552"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"NRK"	"DKFZp686A17109"	"ENSG00000123572"	"Nik related kinase"	"Q7Z2Y5"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"NRROS"	"ELLP3030, GARPL1, LRRC33, MGC50789, UNQ3030"	"ENSG00000174004"	"Negative regulator of reactive oxygen species"	"Q86YC3"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in some"
"NRXN2"	NA	"ENSG00000110076"	"Neurexin 2"	"P58401, Q9P2S2"	"Tissue enriched"	"Detected in many"	9	"Cell line enhanced"	"Detected in some"
"NSA2"	"FLJ94393, HCLG1, HUSSY-29, TINP1"	"ENSG00000164346"	"NSA2, ribosome biogenesis homolog"	"O95478"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NSD1"	"ARA267, FLJ22263, KMT3B, STO"	"ENSG00000165671"	"Nuclear receptor binding SET domain protein 1"	"Q96L73"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"NSG1"	"D4S234E, NEEP21, P21"	"ENSG00000168824"	"Neuronal vesicle trafficking associated 1"	"P42857"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"NSL1"	"C1orf48, DC8, DKFZP566O1646, MIS14"	"ENSG00000117697"	"NSL1, MIS12 kinetochore complex component"	"Q96IY1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NSUN6"	"ARL5B-AS1, FLJ23743, NOPD1"	"ENSG00000241058"	"NOP2/Sun RNA methyltransferase family member 6"	"Q8TEA1"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NTM"	"CEPU-1, HNT, IGLON2, NTRI"	"ENSG00000182667"	"Neurotrimin"	"Q9P121"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"NTN3"	"NTN2L"	"ENSG00000162068"	"Netrin 3"	"O00634"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"NTRK1"	"MTC, TRK, TRKA"	"ENSG00000198400"	"Neurotrophic receptor tyrosine kinase 1"	"P04629"	"Group enriched"	"Detected in many"	8	"Cell line enriched"	"Detected in some"
"NTRK2"	"TRKB"	"ENSG00000148053"	"Neurotrophic receptor tyrosine kinase 2"	"Q16620"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"NUB1"	"BS4, NUB1L, NYREN18"	"ENSG00000013374"	"Negative regulator of ubiquitin like proteins 1"	"Q9Y5A7"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"NUBP2"	"CFD1"	"ENSG00000095906"	"Nucleotide binding protein 2"	"Q9Y5Y2"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUCB1"	"Calnuc, NUC"	"ENSG00000104805"	"Nucleobindin 1"	"Q02818"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUDC"	"NudC"	"ENSG00000090273"	"Nuclear distribution C, dynein complex regulator"	"Q9Y266"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUDT16L1"	"SDOS"	"ENSG00000168101"	"Nudix hydrolase 16 like 1"	"Q9BRJ7"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUDT21"	"CFIM25, CPSF5"	"ENSG00000167005"	"Nudix hydrolase 21"	"O43809"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUFIP2"	"182-FIP, 82-FIP, FIP-82, KIAA1321, MGC117262, PIG1"	"ENSG00000108256"	"NUFIP2, FMR1 interacting protein 2"	"Q7Z417"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUGGC"	"C8orf80, HMFN0672, SLIP-GC"	"ENSG00000189233"	"Nuclear GTPase, germinal center associated"	"Q68CJ6"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"NUP155"	"KIAA0791, N155"	"ENSG00000113569"	"Nucleoporin 155"	"O75694"	"Group enriched"	"Detected in all"	4	"Low cell line specificity"	"Detected in all"
"NUP210L"	NA	"ENSG00000143552"	"Nucleoporin 210 like"	"Q5VU65"	"Tissue enriched"	"Detected in some"	12	"Cell line enriched"	"Detected in single"
"NUP54"	NA	"ENSG00000138750"	"Nucleoporin 54"	"Q7Z3B4"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUP62"	"DKFZp547L134, FLJ20822, FLJ43869, IBSN, MGC841, p62, SNDI"	"ENSG00000213024"	"Nucleoporin 62"	"P37198"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUP85"	"FLJ12549, NUP75"	"ENSG00000125450"	"Nucleoporin 85"	"Q9BW27"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NUP93"	"KIAA0095"	"ENSG00000102900"	"Nucleoporin 93"	"Q8N1F7"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"NXF3"	NA	"ENSG00000147206"	"Nuclear RNA export factor 3"	"Q9H4D5"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"NXF5"	NA	"ENSG00000126952"	"Nuclear RNA export factor 5"	"Q9H1B4"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enhanced"	"Detected in single"
"NXNL2"	"C9orf121, RdCVF2"	"ENSG00000130045"	"Nucleoredoxin like 2"	"Q5VZ03"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"NXPE2"	"FAM55B, FLJ25224"	"ENSG00000204361"	"Neurexophilin and PC-esterase domain family member 2"	"Q96DL1"	"Group enriched"	"Detected in some"	4	"Cell line enhanced"	"Detected in some"
"NYAP2"	"KIAA1486"	"ENSG00000144460"	"Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2"	"Q9P242"	"Group enriched"	"Detected in many"	6	"Cell line enhanced"	"Detected in some"
"NYNRIN"	"CGIN1, FLJ11811, KIAA1305"	"ENSG00000205978"	"NYN domain and retroviral integrase containing"	"Q9P2P1"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"OAS2"	NA	"ENSG00000111335"	"2'-5'-oligoadenylate synthetase 2"	"P29728"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"OASL"	"OASL1, p59OASL, TRIP14"	"ENSG00000135114"	"2'-5'-oligoadenylate synthetase like"	"Q15646"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"OAZ3"	NA	"ENSG00000143450"	"Ornithine decarboxylase antizyme 3"	"Q9UMX2"	"Tissue enriched"	"Detected in some"	20	"Low cell line specificity"	"Detected in many"
"OBSCN"	"ARHGEF30, KIAA1556, KIAA1639, UNC89"	"ENSG00000154358"	"Obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	"Q5VST9"	"Group enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in many"
"OBSL1"	"KIAA0657"	"ENSG00000124006"	"Obscurin like 1"	"O75147"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"OCA2"	"BEY, BEY1, BEY2, D15S12, EYCL, EYCL2, EYCL3, P"	"ENSG00000104044"	"OCA2 melanosomal transmembrane protein"	"Q04671"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"ODF2"	"CT134, ODF84"	"ENSG00000136811"	"Outer dense fiber of sperm tails 2"	"Q5BJF6"	"Tissue enriched"	"Detected in all"	5	"Low cell line specificity"	"Detected in all"
"ODF2L"	"KIAA1229"	"ENSG00000122417"	"Outer dense fiber of sperm tails 2 like"	"Q9ULJ1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"OFD1"	"71-7A, CXorf5, JBTS10, RP23"	"ENSG00000046651"	"OFD1, centriole and centriolar satellite protein"	"O75665"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OGFRL1"	"dJ331H24.1"	"ENSG00000119900"	"Opioid growth factor receptor like 1"	"Q5TC84"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"OGN"	"mimecan, OIF, SLRR3A"	"ENSG00000106809"	"Osteoglycin"	"P20774"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"OGT"	"FLJ23071, HRNT1, MGC22921, O-GLCNAC, OGT1"	"ENSG00000147162"	"O-linked N-acetylglucosamine (GlcNAc) transferase"	"O15294"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OLFM3"	"NOE3"	"ENSG00000118733"	"Olfactomedin 3"	"Q96PB7"	"Tissue enriched"	"Detected in some"	9	"Group enriched"	"Detected in some"
"OLFML2A"	"FLJ00237"	"ENSG00000185585"	"Olfactomedin like 2A"	"Q68BL7"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"OMA1"	"FLJ33782, MPRP-1, YKR087C, ZMPOMA1"	"ENSG00000162600"	"OMA1 zinc metallopeptidase"	"Q96E52"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OPCML"	"IGLON1, OBCAM, OPCM"	"ENSG00000183715"	"Opioid binding protein/cell adhesion molecule like"	"Q14982"	"Tissue enriched"	"Detected in many"	7	"Cell line enriched"	"Detected in some"
"OPHN1"	"ARHGAP41, MRX60, OPN1"	"ENSG00000079482"	"Oligophrenin 1"	"O60890"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"OPLAH"	"5-Opase, OPLA"	"ENSG00000178814"	"5-oxoprolinase, ATP-hydrolysing"	"O14841"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"OPRM1"	"MOR1"	"ENSG00000112038"	"Opioid receptor mu 1"	"P35372"	"Tissue enriched"	"Detected in some"	5	"Cell line enriched"	"Detected in single"
"OPTN"	"FIP-2, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP"	"ENSG00000123240"	"Optineurin"	"Q96CV9"	"Tissue enriched"	"Detected in all"	5	"Low cell line specificity"	"Detected in many"
"OR10H5"	NA	"ENSG00000172519"	"Olfactory receptor family 10 subfamily H member 5"	"Q8NGA6"	"Tissue enhanced"	"Detected in some"	NA	"Low cell line specificity"	"Detected in many"
"OR10K2"	NA	"ENSG00000180708"	"Olfactory receptor family 10 subfamily K member 2"	"Q6IF99"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enhanced"	"Detected in single"
"OR10P1"	"OR10P1P, OR10P2P, OR10P3P, OST701"	"ENSG00000175398"	"Olfactory receptor family 10 subfamily P member 1"	"Q8NGE3"	"Group enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in single"
"OR10Q1"	NA	"ENSG00000180475"	"Olfactory receptor family 10 subfamily Q member 1"	"Q8NGQ4"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in single"
"OR13D1"	NA	"ENSG00000179055"	"Olfactory receptor family 13 subfamily D member 1"	"Q8NGV5"	"Tissue enriched"	"Detected in single"	6	"Cell line enhanced"	"Detected in single"
"OR13F1"	NA	"ENSG00000186881"	"Olfactory receptor family 13 subfamily F member 1"	"Q8NGS4"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR14C36"	"OR5BF1"	"ENSG00000177174"	"Olfactory receptor family 14 subfamily C member 36"	"Q8NHC7"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enriched"	"Detected in single"
"OR1A2"	"OR17-6"	"ENSG00000172150"	"Olfactory receptor family 1 subfamily A member 2"	"Q9Y585"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR1B1"	"OR9-B"	"ENSG00000280094"	"Olfactory receptor family 1 subfamily B member 1 (gene/pseudogene)"	"Q8NGR6"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enriched"	"Detected in single"
"OR1E2"	"OR17-135, OR17-93, OR1E4"	"ENSG00000127780"	"Olfactory receptor family 1 subfamily E member 2"	"P47887"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enriched"	"Detected in single"
"OR1F1"	"Olfmf, OR16-36, OR16-37, OR16-88, OR16-89, OR16-90, OR1F10, OR1F13P, OR1F4, OR1F5, OR1F6, OR1F7, OR1F8, OR1F9, OR3-145"	"ENSG00000168124"	"Olfactory receptor family 1 subfamily F member 1"	"O43749"	"Group enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in some"
"OR1J2"	"OR1J3, OR1J5, OST044"	"ENSG00000197233"	"Olfactory receptor family 1 subfamily J member 2"	"Q8NGS2"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"OR1L3"	"OR9-D"	"ENSG00000171481"	"Olfactory receptor family 1 subfamily L member 3"	"Q8NH93"	"Tissue enhanced"	"Detected in single"	NA	"Not detected"	"Not detected"
"OR2B2"	"hs6M1-10, OR2B2Q, OR2B9, OR6-1"	"ENSG00000168131"	"Olfactory receptor family 2 subfamily B member 2"	"Q9GZK3"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enhanced"	"Detected in some"
"OR2D2"	"hg27, OR11-610, OR2D1"	"ENSG00000166368"	"Olfactory receptor family 2 subfamily D member 2"	"Q9H210"	"Not detected"	"Not detected"	NA	"Cell line enhanced"	"Detected in some"
"OR2F2"	"OR7-1"	"ENSG00000221910"	"Olfactory receptor family 2 subfamily F member 2"	"O95006"	"Tissue enhanced"	"Detected in single"	NA	"Not detected"	"Not detected"
"OR2M2"	"OR2M2Q, OST423"	"ENSG00000198601"	"Olfactory receptor family 2 subfamily M member 2"	"Q96R28"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR2W3"	"OR2W3P, OR2W8P, OST718"	"ENSG00000238243"	"Olfactory receptor family 2 subfamily W member 3"	"Q7Z3T1"	"Group enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in some"
"OR2Z1"	"OR2Z2"	"ENSG00000181733"	"Olfactory receptor family 2 subfamily Z member 1"	"Q8NG97"	"Not detected"	"Not detected"	NA	"Cell line enhanced"	"Detected in single"
"OR4B1"	"OST208"	"ENSG00000175619"	"Olfactory receptor family 4 subfamily B member 1"	"Q8NGF8"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR4C15"	NA	"ENSG00000181939"	"Olfactory receptor family 4 subfamily C member 15"	"Q8NGM1"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR4D6"	NA	"ENSG00000166884"	"Olfactory receptor family 4 subfamily D member 6"	"Q8NGJ1"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enhanced"	"Detected in single"
"OR4D9"	NA	"ENSG00000172742"	"Olfactory receptor family 4 subfamily D member 9"	"Q8NGE8"	"Tissue enhanced"	"Detected in some"	NA	"Low cell line specificity"	"Detected in many"
"OR4M2"	NA	"ENSG00000274102"	"Olfactory receptor family 4 subfamily M member 2"	"Q8NGB6"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enriched"	"Detected in single"
"OR4N2"	NA	"ENSG00000176294"	"Olfactory receptor family 4 subfamily N member 2"	"Q8NGD1"	"Tissue enriched"	"Detected in some"	5	"Group enriched"	"Detected in some"
"OR52I2"	NA	"ENSG00000226288"	"Olfactory receptor family 52 subfamily I member 2"	"Q8NH67"	"Tissue enhanced"	"Detected in single"	NA	"Not detected"	"Not detected"
"OR52N4"	NA	"ENSG00000181074"	"Olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)"	"Q8NGI2"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"OR5D18"	NA	"ENSG00000186119"	"Olfactory receptor family 5 subfamily D member 18"	"Q8NGL1"	"Tissue enhanced"	"Detected in single"	NA	"Not detected"	"Not detected"
"OR5M1"	"OST050"	"ENSG00000255012"	"Olfactory receptor family 5 subfamily M member 1"	"Q8NGP8"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR5P3"	"JCG1"	"ENSG00000182334"	"Olfactory receptor family 5 subfamily P member 3"	"Q8WZ94"	"Tissue enhanced"	"Detected in some"	NA	"Not detected"	"Not detected"
"OR5T2"	NA	"ENSG00000181718"	"Olfactory receptor family 5 subfamily T member 2"	"Q8NGG2"	"Tissue enhanced"	"Detected in single"	NA	"Low cell line specificity"	"Detected in some"
"OR6C2"	"OR6C67"	"ENSG00000179695"	"Olfactory receptor family 6 subfamily C member 2"	"Q9NZP2"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enriched"	"Detected in single"
"OR6C6"	NA	"ENSG00000188324"	"Olfactory receptor family 6 subfamily C member 6"	"A6NF89"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"OR6C65"	NA	"ENSG00000205328"	"Olfactory receptor family 6 subfamily C member 65"	"A6NJZ3"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR6C75"	NA	"ENSG00000187857"	"Olfactory receptor family 6 subfamily C member 75"	"A6NL08"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR6M1"	NA	"ENSG00000196099"	"Olfactory receptor family 6 subfamily M member 1"	"Q8NGM8"	"Group enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in some"
"OR6V1"	"GPR138"	"ENSG00000225781"	"Olfactory receptor family 6 subfamily V member 1"	"Q8N148"	"Tissue enhanced"	"Detected in single"	NA	"Not detected"	"Not detected"
"OR7G2"	"OST260"	"ENSG00000170923"	"Olfactory receptor family 7 subfamily G member 2"	"Q8NG99"	"Tissue enhanced"	"Detected in some"	NA	"Low cell line specificity"	"Detected in some"
"OR8A1"	"OST025"	"ENSG00000196119"	"Olfactory receptor family 8 subfamily A member 1"	"Q8NGG7"	"Low tissue specificity"	"Detected in some"	NA	"Low cell line specificity"	"Detected in some"
"OR8B2"	NA	"ENSG00000284680"	"Olfactory receptor family 8 subfamily B member 2"	"Q96RD0"	"Tissue enriched"	"Detected in single"	52	"Cell line enhanced"	"Detected in single"
"OR8B4"	"OR8B4P"	"ENSG00000280090"	"Olfactory receptor family 8 subfamily B member 4 (gene/pseudogene)"	"Q96RC9"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"OR8S1"	NA	"ENSG00000284723"	"Olfactory receptor family 8 subfamily S member 1"	"Q8NH09"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"OR9A2"	NA	"ENSG00000179468"	"Olfactory receptor family 9 subfamily A member 2"	"Q8NGT5"	"Tissue enriched"	"Detected in single"	4	"Not detected"	"Not detected"
"OR9K2"	NA	"ENSG00000170605"	"Olfactory receptor family 9 subfamily K member 2"	"Q8NGE7"	"Not detected"	"Not detected"	NA	"Not detected"	"Not detected"
"ORC5"	"ORC5L, Orc5p, ORC5T, PPP1R117"	"ENSG00000164815"	"Origin recognition complex subunit 5"	"O43913"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ORM1"	NA	"ENSG00000229314"	"Orosomucoid 1"	"P02763"	"Tissue enriched"	"Detected in some"	16	"Cell line enriched"	"Detected in some"
"OSBP"	"OSBP1"	"ENSG00000110048"	"Oxysterol binding protein"	"P22059"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OSBPL3"	"KIAA0704, ORP-3, ORP3, OSBP3"	"ENSG00000070882"	"Oxysterol binding protein like 3"	"Q9H4L5"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"OSBPL5"	"KIAA1534, ORP5"	"ENSG00000021762"	"Oxysterol binding protein like 5"	"Q9H0X9"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"OSBPL8"	"MST120, MSTP120, ORP8, OSBP10"	"ENSG00000091039"	"Oxysterol binding protein like 8"	"Q9BZF1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OSBPL9"	NA	"ENSG00000117859"	"Oxysterol binding protein like 9"	"Q96SU4"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OSGIN1"	"BDGI, OKL38"	"ENSG00000140961"	"Oxidative stress induced growth inhibitor 1"	"Q9UJX0"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"OTOA"	"CT108, DFNB22"	"ENSG00000155719"	"Otoancorin"	"Q7RTW8"	"Group enriched"	"Detected in some"	6	"Cell line enhanced"	"Detected in some"
"OTOF"	"DFNB6, DFNB9, FER1L2"	"ENSG00000115155"	"Otoferlin"	"Q9HC10"	"Group enriched"	"Detected in some"	12	"Cell line enriched"	"Detected in some"
"OTOGL"	"C12orf64, FLJ90579"	"ENSG00000165899"	"Otogelin like"	"Q3ZCN5"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"OTOP1"	NA	"ENSG00000163982"	"Otopetrin 1"	"Q7RTM1"	"Tissue enhanced"	"Detected in some"	NA	"Not detected"	"Not detected"
"OTOP2"	NA	"ENSG00000183034"	"Otopetrin 2"	"Q7RTS6"	"Group enriched"	"Detected in some"	4	"Cell line enriched"	"Detected in single"
"OTUD4"	"DUBA6, HSHIN1, KIAA1046"	"ENSG00000164164"	"OTU deubiquitinase 4"	"Q01804"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"OTUD6A"	"DUBA2, FLJ25831, HSHIN6"	"ENSG00000189401"	"OTU deubiquitinase 6A"	"Q7L8S5"	"Group enriched"	"Detected in some"	10	"Cell line enhanced"	"Detected in some"
"OTUD7B"	"CEZANNE, ZA20D1"	"ENSG00000264522"	"OTU deubiquitinase 7B"	"Q6GQQ9"	"Low tissue specificity"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"OVGP1"	"CHIT5, MUC9"	"ENSG00000085465"	"Oviductal glycoprotein 1"	"Q12889"	"Tissue enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in many"
"OVOL1"	"HOVO1"	"ENSG00000172818"	"Ovo like transcriptional repressor 1"	"O14753"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"OXR1"	"TLDC3"	"ENSG00000164830"	"Oxidation resistance 1"	"Q8N573"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"OXSM"	"CEM1, FASN2D, FLJ20604, KS"	"ENSG00000151093"	"3-oxoacyl-ACP synthase, mitochondrial"	"Q9NWU1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
